ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_nde24
2023,11,4724102,1,0094,1,1,20230847241021009411,1,1,1,1,2, ,1,29,1,1,18,10,1994,1, , , , , , , , , , , , , , , ,7511,1079,3,5,1, ,2,50,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1025,60, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1025,260, , , , , , ,436,1285,1285,1721,1,579.700981660298
2023,11,4724102,1,0094,1,1,20230847241021009412,1,2,2,1,2, ,2,31,2,2,16,10,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,554.457503740876
2023,11,4724102,1,0094,1,1,20230847241021009414,1,4,6,1,2, ,2,57,4,4,13,3,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,439.612947210359
2023,11,17579,1,0039,1,1,202308175791003911,1,1,1,1,2, ,1,60,1,2,29,8,1963,1, , , , , , , , , , , , , , , ,2421,4630,1, ,1, ,1,5,10,10,10,10,10,10,10,70, ,70,1, ,2, ,2,2, , , ,10000,300, , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,10000,300, , , , , ,10300,10300,10300,1,373.165371829438
2023,11,17579,1,0039,1,1,202308175791003912,1,2,2,1,2, ,2,59,2,2,2,4,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1,1,13,7,1,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,350.920665087682
2023,11,4767001,1,0060,1,1,20230847670011006011,1,1,1,1,2, ,2,46,1,1,17,6,1977,1, , , , , , , , , , , , , , , ,9112,8121,2, ,3,2,1,1,0,6,0,6,0,6,0,18, ,30,2,30,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,10,7,1, , ,400, , , , , , ,400,400,400,1,725.567906095898
2023,11,23418,1,0010,1,1,202208234181001011,1,1,1,1,2, ,1,83,1,1,19,7,1940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,562.63467798373
2023,11,2135302,1,0033,1,1,20220821353021003311,1,1,1,1,2, ,1,61,1,2,29,4,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,1,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,646.381889486287
2023,11,2135302,1,0033,1,1,20220821353021003312,1,2,2,1,2, ,2,62,2,2,1,5,1961,1, , , , , , , , , , , , , , , ,9629,9329,2, ,2,2,1,1,0,0,2,2,1,1,2,8, ,15,2,15,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,774, , , , , , ,774,774,774,1,607.850512621617
2023,11,2135302,1,0033,1,1,20220821353021003313,1,3,3,1,2, ,2,23,3,3,14,1,2000,1, , , , , , , , , , , , , , , ,5212,4741,3,5,1, ,1,5,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,1025, , , , , , , ,86,1025,1025,1111,1,777.139637857482
2023,11,2135302,1,0033,1,1,20220821353021003314,1,4,3,1,2, ,1,19,4,2,14,3,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,4,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,711.970070345098
2023,11,25943,1,0051,1,1,202211259431005111,1,1,1,1,2, ,2,54,1,1,14,12,1968,1, , , , , , , , , , , , , , , ,5212,4721,1, ,2,2,1,3,0,12,12,12,12,12,12,72, ,72,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,1,1,1, , ,1600,200, , , , , ,1800,1800,1800,1,407.678943736864
2023,11,25943,1,0051,1,1,202211259431005112,1,2,3,1,2, ,1,28,2,2,31,3,1995,1, , , , , , , , , , , , , , , ,5223,4721,3,5,4,3,1,3,0,5,5,5,5,5,5,30, ,30,1, ,2, ,2,2,2,300, , , , , , , , , , , , , , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1299, , , , , , , , ,1299,1299,1299,1,537.590817982452
2023,11,25943,1,0051,1,1,202211259431005113,1,3,3,1,2, ,1,22,3,3,21,2,2001,1, , , , , , , , , , , , , , , ,5223,4721,3,5,2,2,1,4,0,5,5,5,5,5,5,30, ,30,1, ,2, ,2,2,2,300, , , , , , , , , , , , , , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,1299, , , , , , , , ,1299,1299,1299,1,477.51083568014
2023,11,25943,1,0051,1,1,202211259431005114,1,4,3,1,2, ,2,20,4,1,19,11,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,521.219378974198
2023,11,1920303,1,0019,1,1,20221119203031001911,1,1,1,1,2, ,2,53,1,1,2,10,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,4, , , , , , , , , , , , ,1,771.715584059524
2023,11,1920303,1,0019,1,1,20221119203031001912,1,2,3,1,2, ,2,20,2,2,17,12,2002,1, , , , , , , , , , , , , , , ,5141,9602,3,5,2,2,1,4,12,0,12,12,12,12,12,72, ,72,1, ,2, ,2,2,2,370, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1602, , , , , , , , ,1602,1602,1602,1,986.641875053121
2023,11,22712,1,0069,1,1,202211227121006911,1,1,1,1,2, ,2,59,1,1,1,9,1964,1, , , , , , , , , , , , , , , ,3221,8413,3,2, , ,5,998,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,3500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,3500, , , , , , , ,584,3500,3500,4084,1,703.593521481941
2023,11,22712,1,0069,1,1,202308227121006912,1,2,3,1,2, ,1,29,2,2,22,12,1993,1, , , , , , , , , , , , , , , ,9621,4923,2, ,3,2,1,1,0,4,8,8,8,8,0,36, ,36,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,1800, , , , , , ,1800,1800,1800,1,927.80218981525
2023,11,27900,1,0006,1,1,202211279001000611,1,1,1,1,2, ,1,41,1,1,9,7,1982,1, , , , , , , , , , , , , , , ,3439,9000,2, ,3,2,1,1,0,0,0,5,0,5,0,10,12,40,2,40,1,1,1,2, , , , , ,500, , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,600, ,500, , , , ,1100,600,1100,1,951.574326927199
2023,11,24382,1,0017,1,1,202308243821001711,1,1,1,1,2, ,1,39,1,1,19,2,1984,1, , , , , , , , , , , , , , , ,7119,4100,3,5,1, ,1,15,0,9,9,9,9,9,5,50, ,50,1, ,2, ,2,2,2,800, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,3464, , , , , , , , ,3464,3464,3464,1,1174.86781099344
2023,11,24382,1,0017,1,1,202308243821001712,1,2,2,1,2, ,2,40,2,2,21,4,1983,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,2,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,365,50, , , , , ,415,415,415,1,1123.70738418148
2023,11,24382,1,0017,1,1,202308243821001713,1,3,3,1,2, ,2,18,3,3,13,5,2005,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5223,4711,4, ,3,2,1,2,0,12,8,12,4,4,4,44, ,44,2,42,2, ,2, , , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,1,4,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , , , , , , , , , , , ,1,1139.08915543041
2023,11,29071,1,0026,1,1,202211290711002611,1,1,1,1,2, ,1,68,1,1,14,7,1955,1, , , , , , , , , , , , , , , ,7411,4321,2, ,3,2,1,1,0,0,0,4,0,0,0,4,28,32,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,240, , , , , , ,240,240,240,1,784.42808140762
2023,11,29071,1,0026,1,1,202211290711002612,1,2,2,1,2, ,2,61,2,2,27,12,1961,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,2,7,7,7,7,7,7,7,49, ,49,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,1,1, , ,2500, , , , , , ,2500,2500,2500,1,737.667653060892
2023,11,23398,1,0011,1,1,202311233981001111,1,1,1,1,2, ,1,68,1,1,20,8,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,764.479768960255
2023,11,23398,1,0011,1,1,202311233981001112,1,2,2,1,2, ,2,58,2,2,24,2,1965,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,718.908476567405
2023,11,23398,1,0011,1,1,202311233981001113,1,3,3,1,2, ,1,27,3,3,21,11,1995,1, , , , , , , , , , , , , , , ,3119,6419,3,5,1, ,5,2000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,1,4,1025, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,9,1,1025, , , , , , , , ,1025,1025,1025,1,947.997442374266
2023,11,23398,1,0011,1,1,202311233981001114,1,4,3,1,2, ,2,20,4,4,14,8,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,919.127748568749
2023,11,1926602,1,0011,1,1,20231119266021001111,1,1,1,1,2, ,2,26,1,1,23,9,1997,1, , , , , , , , , , , , , , , ,5131,5610,3,5,2,2,1,3,9,0,0,0,0,0,9,18, ,18,1, ,1,2,2,2,2,100,20, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1,433,87, , , , , , , ,520,520,520,1,1000.1528160269
2023,11,1756702,1,0046,1,1,20220817567021004611,1,1,1,1,2, ,2,50,1,1,13,8,1973,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,276.321918995103
2023,11,1756702,1,0046,1,1,20220817567021004612,1,2,2,1,2, ,1,40,2,2,1,8,1983,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,10,9,9,9,9,9,10,65, ,65,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1100, , , , , , ,1100,1100,1100,1,364.37527309465
2023,11,1756702,1,0046,1,1,20220817567021004613,1,3,3,1,2, ,2,19,3,3,24,9,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,7,3,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,2, , , , , , , , , , , , ,1,353.27882695003
2023,11,24515,1,0103,1,1,202208245151010311,1,1,1,1,2, ,1,33,1,1,12,7,1990,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,2,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,2,420, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1819, , , , , , , , ,1819,1819,1819,1,1031.75336039026
2023,11,24515,1,0103,1,1,202311245151010312,1,2,2,1,2, ,2,41,2,2,6,6,1982,1, , , , , , , , , , , , , , , ,9541,4789,2, ,3,2,1,1,5,5,5,5,5,5,5,35, ,35,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,700,100, , , , , ,800,800,800,1,986.824950752749
2023,11,25916,1,0084,1,1,202308259161008411,1,1,1,1,2, ,2,45,1,1,22,7,1978,1, , , , , , , , , , , , , , , ,9535,4782,2, ,3,2,1,1,9,9,9,9,9,9,0,54, ,54,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , ,1212,70, , , , , ,1282,1282,1282,1,570.68934545566
2023,11,25916,1,0084,1,1,202308259161008412,1,2,3,1,2, ,1,25,2,1,10,10,1998,1, , , , , , , , , , , , , , , ,9622,9499,3,5,3,2,1,10,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2,4,1600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1600, , , , , , , , ,1600,1600,1600,1,752.54647499136
2023,11,25916,1,0084,1,1,202308259161008413,1,3,3,1,2, ,2,17,3,3,15,2,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,729.628917056806
2023,11,25916,1,0084,1,1,2023082591610084111,1,9,6,1,2, ,2,75,9,9,17,2,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,570.68934545566
2023,11,1920303,1,0018,1,1,20221119203031001811,1,1,1,1,2, ,1,38,1,1,25,1,1985,1, , , , , , , , , , , , , , , ,9333,4630,3,5,1, ,1,20,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2,4,1130,36, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,1130,156, , , , , , ,282,1286,1286,1568,1,1017.63217958134
2023,11,1920303,1,0018,1,1,20221119203031001812,1,2,2,1,2, ,2,35,2,2,10,1,1988,1, , , , , , , , , , , , , , , ,9533,4799,2, ,3,2,1,1,0,1,1,1,1,1,1,6, ,8,2,8,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , ,130,50, , , , , ,180,180,180,1,973.318686473603
2023,11,22469,1,0092,1,1,202211224691009211,1,1,1,1,2, ,1,80,1,1,7,11,1942,1, , , , , , , , , , , , , , , ,9612,3811,2, ,3,2,1,1,0,0,4,0,3,0,0,7, ,12,2,12,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,5,2, ,2,2,2,2,2,2,1,1,1, , ,87, , , , , , ,87,87,87,1,851.974685767142
2023,11,22469,1,0092,1,1,202211224691009212,1,2,2,1,2, ,2,67,2,2,16,7,1956,1, , , , , , , , , , , , , , , ,9612,3811,2, ,3,2,1,1,0,8,8,8,8,8,7,47, ,47,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,1,7,1, , ,130, , , , , , ,130,130,130,1,801.187746605617
2023,11,22469,1,0092,1,1,202211224691009213,1,3,3,1,2, ,2,23,3,3,29,6,2000,1, , , , , , , , , , , , , , , ,5211,4649,3,5,2,1,1,12,0,9,9,0,9,9,9,45, ,54,2,54,2, ,2,2,2,320, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,1386, , , , , , , , ,1386,1386,1386,1,1024.32216856668
2023,11,27900,1,0005,1,1,202208279001000511,1,1,1,1,2, ,2,53,1,1,1,5,1970,1, , , , , , , , , , , , , , , ,4419,7410,3,5,1, ,1,4,0,8,8,8,8,8,7,47, ,47,1, ,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1,1500, , , , , , , , ,1500,1500,1500,1,721.620986654316
2023,11,24382,1,0016,1,1,202308243821001611,1,1,1,1,2, ,2,60,1,1,15,12,1962,1, , , , , , , , , , , , , , , ,9629,9609,2, ,3,2,1,1,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,2, ,2,2,2,2,2,2,10,1,1, , ,2130, , , , , , ,2130,2130,2130,1,890.95433216994
2023,11,24382,1,0016,1,1,202308243821001612,1,2,3,1,2, ,1,30,2,2,28,9,1993,1, , , , , , , , , , , , , , , ,9622,9499,3,5,2,2,1,7,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2,2,440, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,8,1,1905, , , , , , , , ,1905,1905,1905,1,1174.86781099344
2023,11,24382,1,0016,1,1,202308243821001613,1,3,3,1,2, ,1,36,3,3,25,11,1986,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,0,10,10,10,10,10,10,60, ,60,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,2270, , , , , , ,2270,2270,2270,1,1174.86781099344
2023,11,24382,1,0016,1,1,202308243821001614,1,4,4,1,2, ,2,38,4,4,5,6,1985,1, , , , , , , , , , , , , , , ,9121,9601,3,5,2,2,1,2,0,5,5,5,5,5,5,30, ,30,1, ,2, ,2,2,4,700, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,1,700, , , , , , , ,16,700,700,716,1,1123.70738418148
2023,11,24382,1,0016,1,1,202308243821001615,1,5,5,1,2, ,2,15,5,5,8,4,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1139.08915543041
2023,11,29071,1,0024,1,1,202211290711002411,1,1,1,1,2, ,1,52,1,1,31,8,1971,1, , , , , , , , , , , , , , , ,9313,4100,3,5,1, ,1,20,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,2598, , , , , , , , ,2598,2598,2598,1,784.42808140762
2023,11,29071,1,0024,1,1,202211290711002412,1,2,2,1,2, ,2,47,2,2,26,12,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,1,2,2,2,2,2,2,3, , , , , , , , , , , , ,1,737.667653060892
2023,11,29071,1,0024,1,1,202211290711002413,1,3,3,1,2, ,2,26,3,3,7,3,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,1,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,930.376068543814
2023,11,29071,1,0024,1,1,202211290711002414,1,4,3,1,2, ,1,15,4,4,2,5,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,864.02376889661
2023,11,27900,1,0010,4,1,202308279001001041,1,1,1,1,2, ,2,23,1,1,29,9,2000,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,8,8,0,8,8,7,39, ,49,2,49,2, ,2,1,4,1300,80, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1,1300,346, , , , , , ,32,1646,1646,1678,1,922.595705019975
2023,11,25415,1,0537,1,1,202208254151053712,1,2,2,1,2, ,2,35,2,2,12,9,1988,1, , , , , , , , , , , , , , , ,3321,6512,3,5,1, ,5,1000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,832,2500,2500,3332,1,1305.58713882986
